Variable1; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable589; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable590; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable591; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable592; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable593; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable594; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable595; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable596; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable597; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable598; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable599; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable600; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable601; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable602; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable603; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable604; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable605; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable606; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable607; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable608; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable609; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable610; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable611; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable612; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable613; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable614; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable615; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable616; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable617; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable618; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable619; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable620; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable621; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable622; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable623; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable624; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable625; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable626; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable627; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable628; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable629; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable630; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable631; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable632; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable633; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable634; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable635; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable636; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable637; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable638; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable639; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable640; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable641; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable642; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable643; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable644; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable645; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable646; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable647; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable648; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable649; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable650; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable651; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable652; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable653; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable654; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable655; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable656; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable657; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable658; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable659; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable660; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable661; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable662; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable663; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable664; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable665; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable666; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable667; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable668; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable669; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable670; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable671; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable672; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable673; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable674; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable675; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable676; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable677; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable678; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable679; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable680; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable681; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
Variable682; 0.0, 5.6621; 13.333333333333334, 5.6621; 26.666666666666668, 5.6621; 40.0, 5.6621; 53.333333333333336, 5.6621; 66.66666666666667, 5.6621; 80.0, 5.6621; 93.33333333333334, 5.6621; 106.66666666666667, 5.6621; 120.0, 5.6621
